StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,Q3,Q4,Q5,Q6,Q7,Q8,mil_inter_1,mil_inter_2,mil_inter_3,mil_inter_4,ideology_1,interest,conservative,nato,uk,zelensky,attention,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,direct_mil,indirect_mil,economic,political,general_1,Q40_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q47,Q48,Q49,Q50,Q51_1,Q52_1,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,Q57,Q58,Q59,Q60,Q61_1,Q62_1
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_86WiI2oOSqzCICi,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,35-44 years old,Hispanic,Bachelor’s degree,Unemployed,I prefer not to say,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,3,Not at all interested,Republicans,Ukraine,Justin Trudeau,Colombia,2,3.78,9.9,5.21,22,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,8,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_81RBeYLup3XMJXE,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Less than 18 years old,Other,Other,Part-time,I prefer not to say,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,3,Somewhat interested,Don't know,Estonia,Boris Johnson,Colombia,1,6.83,6.96,8.11,5,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,8,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_cB0fSWoLyKpk87Q,,,,,33.8231,-84.3258,test,,I don't agree,Male,Prefer not to say,White / Caucasian,Master’s degree or above,Other,"Less than $25,000",Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,4,Somewhat interested,Don't know,Don't know,Don't know,Greece,3,,,,,,,,,,,1.66,5.53,2.21,50,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,6,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_en8pncHeGSF3RK6,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,35-44 years old,African-American,Highschool,Part-time,"Less than $25,000",Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,0,Somewhat interested,Republicans,Bulgaria,Scott Morrison,Colombia,3,,,,,,,,,,,,,,,,,,,,,6.03,9.59,9.19,13,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,4
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_acacqvVRvHvp0Ka,,,,,33.8231,-84.3258,test,,I don't agree,Male,Prefer not to say,White / Caucasian,Other,Contract/ Temporary,"$100,000 - $200,000",Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,9,Somewhat interested,Democrats,Turkey,Don't know,Colombia,4,,,,,,,,,,,3.87,6.82,7.12,37,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,10,6,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6ExgozhOijyfAIS,,,,,33.8231,-84.3258,test,,I don't agree,Male,Less than 18 years old,White / Caucasian,Other,Contract/ Temporary,"$25,000 - $50,000",Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,7,No answer,Don't know,Turkey,Don't know,Colombia,3,4.26,5.22,8.27,49,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,9,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_2gbBxhlcYwkapN4,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,45-54 years old,Asian - Eastern,Bachelor’s degree,Part-time,"$100,000 - $200,000",Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,6,Not interested,Democrats,Estonia,Don't know,United Kingdom,3,,,,,,,,,,,,,,,,,,,,,1.2,2.36,4.82,33,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,1
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_2fN0bURIr8KwBx4,,,,,33.8231,-84.3258,test,,I don't agree,Male,45-54 years old,White / Caucasian,Bachelor’s degree,Unemployed,"$25,000 - $50,000",Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,4,Not at all interested,Republicans,Ukraine,Don't know,Ukraine,2,,,,,,,,,,,2.36,3.95,7.15,7,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,5,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_bfuVQMm5J6syh9k,,,,,33.8231,-84.3258,test,,I agree,Male,18-24 years old,Other,Master’s degree or above,Other,"$25,000 - $50,000",Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,2,No answer,Don't know,Estonia,Justin Trudeau,Don't know,1,5.47,5.62,5.94,20,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_24UG0XM135jkxiC,,,,,33.8231,-84.3258,test,,I don't agree,Male,Prefer not to say,Asian - Indian,Bachelor’s degree,I prefer not to say,"$100,000 - $200,000",Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,9,Not interested,Republicans,Ukraine,Boris Johnson,Greece,1,,,,,,,,,,,,,,,,,,,,,1.33,9.59,2.13,37,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,7
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6gQnuhValfg724e,,,,,33.8231,-84.3258,test,,I agree,Male,35-44 years old,Asian - Indian,Master’s degree or above,Part-time,"$100,000 - $200,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,6,No answer,Republicans,Turkey,Boris Johnson,Greece,1,9.91,9.95,9.92,42,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,4,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_eFMKCefDXPsdBqu,,,,,33.8231,-84.3258,test,,I don't agree,Female,18-24 years old,Asian - Eastern,Highschool,Full-time,"More than $200,000",Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,4,No answer,Don't know,Don't know,Scott Morrison,Greece,2,,,,,,,,,,,,,,,,,,,,,2.11,2.12,4.4,27,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,1
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_ekRxERHUQBpva4u,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,25-34 years old,African-American,I prefer not to say,Contract/ Temporary,"$100,000 - $200,000",Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,8,Somewhat interested,Democrats,Estonia,Justin Trudeau,Colombia,3,,,,,,,,,,,0.72,9.6,1.85,27,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,2,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_eEPJKgzJNVxEsKO,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,55+ years old,Other,I prefer not to say,Part-time,"Less than $25,000",Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,10,Not at all interested,Democrats,Estonia,Theresa May,Don't know,1,7.17,9.19,7.61,4,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_4VdHCMoyqgiOVSK,,,,,33.8231,-84.3258,test,,I don't agree,Female,35-44 years old,Other,Highschool,Full-time,I prefer not to say,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,6,Not at all interested,Don't know,Bulgaria,Theresa May,Ukraine,2,,,,,,,,,,,,,,,,,,,,,8.23,9.54,9.8,42,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,6
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_b3Y5X1vNT51ybH0,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Less than 18 years old,Hispanic,Highschool,Full-time,"Less than $25,000",Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,5,No answer,Don't know,Estonia,Don't know,Ukraine,2,,,,,,,,,,,3.78,4.89,7.47,25,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,4,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_czQxwIXuQwNwQGG,,,,,33.8231,-84.3258,test,,I agree,Female,35-44 years old,I prefer not to say,I prefer not to say,I prefer not to say,"More than $200,000",Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,0,Not at all interested,Don't know,Turkey,Theresa May,Greece,4,4.96,6.38,5.92,49,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_882ZBCvpsLpLoBE,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,Mixed race,Other,I prefer not to say,"$50,000 - $100,000",Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,9,Not at all interested,Republicans,Don't know,Boris Johnson,Don't know,2,,,,,,,,,,,1.13,4.6,6.85,45,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,10,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_0pIM2UEiuaXi8vQ,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,25-34 years old,Native-American,Other,Part-time,"More than $200,000",Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,1,Not at all interested,Don't know,Ukraine,Scott Morrison,Don't know,3,,,,,,,,,,,,,,,,,,,,,1.47,7.31,6.89,21,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,9
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_8cD46WpHHtH0mY6,,,,,33.8231,-84.3258,test,,I agree,Male,Less than 18 years old,Asian - Eastern,Other,Contract/ Temporary,"$50,000 - $100,000",Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,4,Somewhat interested,Don't know,Bulgaria,Justin Trudeau,Don't know,4,9.45,9.68,9.72,12,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0Jl1h2h0AMgmYce,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,18-24 years old,Other,Other,I prefer not to say,"More than $200,000",Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,8,No answer,Democrats,Don't know,Justin Trudeau,Greece,1,,,,,,,,,,,,,,,,,,,,,4.92,8.54,6.86,41,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,5
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_7QVK5JU1fH7wDCm,,,,,33.8231,-84.3258,test,,I don't agree,Male,55+ years old,Hispanic,Bachelor’s degree,Full-time,"More than $200,000",Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,6,No answer,Don't know,Estonia,Don't know,Greece,3,,,,,,,,,,,9.34,9.8,9.81,19,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,8,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_dipRaUgn4ZLBT70,,,,,33.8231,-84.3258,test,,I agree,Male,Prefer not to say,I prefer not to say,Master’s degree or above,I prefer not to say,"Less than $25,000",Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,1,Not interested,Don't know,Ukraine,Don't know,Colombia,4,0.86,8.99,9.2,44,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_1OjILtLTZujLPIa,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,25-34 years old,Asian - Indian,I prefer not to say,Unable to work,"$100,000 - $200,000",Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,7,Somewhat interested,Republicans,Bulgaria,Scott Morrison,Ukraine,2,,,,,,,,,,,,,,,,,,,,,4.69,6.53,6.42,0,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,8
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3n6Cy8DCHOzxycu,,,,,33.8231,-84.3258,test,,I agree,Male,Prefer not to say,Hispanic,I prefer not to say,Unemployed,"Less than $25,000",Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,3,Not interested,Don't know,Estonia,Justin Trudeau,Ukraine,3,,,,,,,,,,,3.77,4.77,7.65,8,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,9,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_4VMgYrtvffixCd0,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,18-24 years old,Native-American,Bachelor’s degree,Part-time,"$50,000 - $100,000",Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,8,Somewhat interested,Republicans,Turkey,Scott Morrison,Ukraine,2,,,,,,,,,,,,,,,,,,,,,0.86,9.01,1.33,11,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,3
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_cMdAshywbVoI9KK,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,35-44 years old,Mixed race,Bachelor’s degree,Unemployed,"$100,000 - $200,000",Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,4,Not at all interested,Don't know,Bulgaria,Theresa May,Ukraine,3,1.56,4.93,2.8,5,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6FsecxOw5msKmJE,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,25-34 years old,Asian - Indian,Master’s degree or above,Part-time,"More than $200,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,5,Not at all interested,Democrats,Don't know,Don't know,United Kingdom,4,,,,,,,,,,,3.87,9.61,9.84,47,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,1,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_aXmmsDAlWSO4S4C,,,,,33.8231,-84.3258,test,,I don't agree,Female,Prefer not to say,I prefer not to say,Bachelor’s degree,Unemployed,"$50,000 - $100,000",Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,6,Not at all interested,Republicans,Ukraine,Justin Trudeau,United Kingdom,4,3.93,4.3,5.41,45,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_9nUyHwfwO4Q14Ro,,,,,33.8231,-84.3258,test,,I agree,Male,55+ years old,Native-American,Highschool,Part-time,"$50,000 - $100,000",Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,0,Not at all interested,Republicans,Bulgaria,Boris Johnson,Greece,3,,,,,,,,,,,6.47,8.04,7.83,2,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,10,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_86XkrexmCjkH9kO,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,25-34 years old,White / Caucasian,I prefer not to say,I prefer not to say,"More than $200,000",Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,5,Not interested,Democrats,Estonia,Theresa May,Greece,3,,,,,,,,,,,,,,,,,,,,,0.94,6.28,0.96,43,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,2
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_8vjLJFXUBVid39A,,,,,33.8231,-84.3258,test,,I agree,Male,18-24 years old,White / Caucasian,Bachelor’s degree,Full-time,"$100,000 - $200,000",Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,7,Somewhat interested,Don't know,Don't know,Theresa May,Colombia,3,1.35,8.69,2.73,46,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,9,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_06a9OJ90z0m0ojs,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,18-24 years old,Native-American,Bachelor’s degree,Contract/ Temporary,"$50,000 - $100,000",Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,5,Somewhat interested,Don't know,Bulgaria,Scott Morrison,Colombia,4,,,,,,,,,,,,,,,,,,,,,9.33,9.42,9.46,12,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,8
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_8tRLwzVqNtcug6i,,,,,33.8231,-84.3258,test,,I don't agree,Male,55+ years old,Native-American,Highschool,Unemployed,"More than $200,000",Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,9,No answer,Don't know,Ukraine,Justin Trudeau,United Kingdom,2,,,,,,,,,,,6.99,9.19,8.01,43,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,9,,,,,,,,,,
